Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Michael O'Loughlin Butchers SKU,[SM] Michael O'Loughlin Butchers Best Price List,[SM] Michael O'Loughlin Butchers In Stock,[SM] Michael O'Loughlin Butchers Best Price,[SM] Michael O'Loughlin Butchers Units per Case,[SM] Michael O'Loughlin Butchers Converted To,[SM] Michael O'Loughlin Butchers Unit Price,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,[SM] Smyths Butchers SKU,[SM] Smyths Butchers Best Price List,[SM] Smyths Butchers In Stock,[SM] Smyths Butchers Best Price,[SM] Smyths Butchers Units per Case,[SM] Smyths Butchers Converted To,[SM] Smyths Butchers Unit Price,Ballycotton Seafood SKU,Ballycotton Seafood Best Price List,Ballycotton Seafood In Stock,Ballycotton Seafood Best Price,Ballycotton Seafood Units per Case,Ballycotton Seafood Converted To,Ballycotton Seafood Unit Price,Flesk Meats & Food Service Ltd SKU,Flesk Meats & Food Service Ltd Best Price List,Flesk Meats & Food Service Ltd In Stock,Flesk Meats & Food Service Ltd Best Price,Flesk Meats & Food Service Ltd Units per Case,Flesk Meats & Food Service Ltd Converted To,Flesk Meats & Food Service Ltd Unit Price,Frylite Ltd SKU,Frylite Ltd Best Price List,Frylite Ltd In Stock,Frylite Ltd Best Price,Frylite Ltd Units per Case,Frylite Ltd Converted To,Frylite Ltd Unit Price,John Lane & Sons Tralee Ltd SKU,John Lane & Sons Tralee Ltd Best Price List,John Lane & Sons Tralee Ltd In Stock,John Lane & Sons Tralee Ltd Best Price,John Lane & Sons Tralee Ltd Units per Case,John Lane & Sons Tralee Ltd Converted To,John Lane & Sons Tralee Ltd Unit Price,La Rousse Foods SKU,La Rousse Foods Best Price List,La Rousse Foods In Stock,La Rousse Foods Best Price,La Rousse Foods Units per Case,La Rousse Foods Converted To,La Rousse Foods Unit Price,Lee Strand Co-operative Creamery Ltd SKU,Lee Strand Co-operative Creamery Ltd Best Price List,Lee Strand Co-operative Creamery Ltd In Stock,Lee Strand Co-operative Creamery Ltd Best Price,Lee Strand Co-operative Creamery Ltd Units per Case,Lee Strand Co-operative Creamery Ltd Converted To,Lee Strand Co-operative Creamery Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Mary's Fish T/A Chef's Choice Fish Company Ltd SKU,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price List,Mary's Fish T/A Chef's Choice Fish Company Ltd In Stock,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price,Mary's Fish T/A Chef's Choice Fish Company Ltd Units per Case,Mary's Fish T/A Chef's Choice Fish Company Ltd Converted To,Mary's Fish T/A Chef's Choice Fish Company Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Star Seafoods Ltd SKU,Star Seafoods Ltd Best Price List,Star Seafoods Ltd In Stock,Star Seafoods Ltd Best Price,Star Seafoods Ltd Units per Case,Star Seafoods Ltd Converted To,Star Seafoods Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Wicked Desserts Ltd SKU,Wicked Desserts Ltd Best Price List,Wicked Desserts Ltd In Stock,Wicked Desserts Ltd Best Price,Wicked Desserts Ltd Units per Case,Wicked Desserts Ltd Converted To,Wicked Desserts Ltd Unit Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) SKU,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price List,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) In Stock,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Units per Case,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Converted To,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Unit Price,Wrights of Howth SKU,Wrights of Howth Best Price List,Wrights of Howth In Stock,Wrights of Howth Best Price,Wrights of Howth Units per Case,Wrights of Howth Converted To,Wrights of Howth Unit Price
,640791,[PW] PAC,Food,Frozen - All,Cheesecake Baked Vanilla,,1x12each,each,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,bvc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0
,739555,[PW] PAC,Food,Frozen - All,Chocolate Biscuit Cake,,1x48each,each,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0,cbc,Greyhound Racing Ireland Group Price List,Yes,0,48.0000000,each,0
,640792,[PW] PAC,Food,Frozen - All,Chocolate Chip cookie Dough (uncooked),,1x12each,each,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ccd,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0
,640796,[PW] PAC,Food,Frozen - All,Chocolate Fudge Round,,1x12each,each,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,ckcfr,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0
,640822,[PW] PAC,Food,Frozen - All,Chocolate Guiness cupcake with Baileys Buttercream,,18x1each,each,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,gcc,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0
,1619898,[PW] PAC,Food,Frozen - All,Derby 2023,,1 each,each,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,Derby23,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,739553,[PW] PAC,Food,Frozen - All,Double Chocolate Muffin,,1x16each,each,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0,dcm,Greyhound Racing Ireland Group Price List,Yes,0,16.0000000,each,0
,640812,[PW] PAC,Food,Frozen - All,"Ind Strawberry, Rhubarb & Vanilla Ch C",,1x28each,each,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,isrv,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0
,571217,[PW] PAC,Food,Frozen - All,Jus Rol Puff Pastry,,4 x 1.5 kg,kg,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0,4600,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,kg,0
,1335125,[PW] PAC,Food,Frozen - All,Plaice Frozen,,Kg,kg,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,PLAFZN,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
,640807,[PW] PAC,Food,Frozen - All,Pudding Chocolate with sauce,,1x20each,each,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,pcs,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0
,640814,[PW] PAC,Food,Frozen - All,Rocky Road,,1x32each,each,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,srr,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0
,1437583,[PW] PAC,Food,Frozen - All,SCELTA GARLIC MURHROOMS (BREADED),,10 x 1 kg,kg,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,9612,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0
,1420530,[PW] PAC,Food,Frozen - All,Slab ass 56 White Chocolate & Raspberry Cheesecake,,2 x 1500 g,g,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0,ssccwcr,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,kg,0
,640818,[PW] PAC,Food,Frozen - All,Sponge Chocolate Praline oval,,1x75each,each,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0,acp,Greyhound Racing Ireland Group Price List,Yes,0,75.0000000,each,0
,640799,[PW] PAC,Food,Frozen - All,Tart Raspberry Frangipane Bakewell,,1x12each,each,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,trf,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0
