Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,Bulmers Ire / Bibendum (Gleeson Group) SKU,Bulmers Ire / Bibendum (Gleeson Group) Best Price List,Bulmers Ire / Bibendum (Gleeson Group) In Stock,Bulmers Ire / Bibendum (Gleeson Group) Best Price,Bulmers Ire / Bibendum (Gleeson Group) Units per Case,Bulmers Ire / Bibendum (Gleeson Group) Converted To,Bulmers Ire / Bibendum (Gleeson Group) Unit Price,Comans Beverages Ltd SKU,Comans Beverages Ltd Best Price List,Comans Beverages Ltd In Stock,Comans Beverages Ltd Best Price,Comans Beverages Ltd Units per Case,Comans Beverages Ltd Converted To,Comans Beverages Ltd Unit Price,Diageo Ireland SKU,Diageo Ireland Best Price List,Diageo Ireland In Stock,Diageo Ireland Best Price,Diageo Ireland Units per Case,Diageo Ireland Converted To,Diageo Ireland Unit Price,Findlater Wine & Spirit Group SKU,Findlater Wine & Spirit Group Best Price List,Findlater Wine & Spirit Group In Stock,Findlater Wine & Spirit Group Best Price,Findlater Wine & Spirit Group Units per Case,Findlater Wine & Spirit Group Converted To,Findlater Wine & Spirit Group Unit Price,Heineken Ireland Sales Ltd SKU,Heineken Ireland Sales Ltd Best Price List,Heineken Ireland Sales Ltd In Stock,Heineken Ireland Sales Ltd Best Price,Heineken Ireland Sales Ltd Units per Case,Heineken Ireland Sales Ltd Converted To,Heineken Ireland Sales Ltd Unit Price,John J Galvin & Son Ltd SKU,John J Galvin & Son Ltd Best Price List,John J Galvin & Son Ltd In Stock,John J Galvin & Son Ltd Best Price,John J Galvin & Son Ltd Units per Case,John J Galvin & Son Ltd Converted To,John J Galvin & Son Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price
,1077112,Drinks,Soft Drinks,Minerals & Splits,Finches White : Lemonade,Finches,12x1ltr,ltr,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,fin602,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,1016135,Drinks,Soft Drinks,Minerals & Splits,McDaids Red : Lemonade,McDaids,12x1ltr,ltr,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11912,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,1189076,Drinks,Soft Drinks,Minerals & Splits,McDaids White : Lemonade,McDaids,12x1ltr,ltr,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11913,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,1085919,Drinks,Soft Drinks,Minerals & Splits,Schweppes Crisp : Tonic Water : Signature Collection,Schweppes,24x200ml,ml,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11180,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,606903,Drinks,Soft Drinks,Minerals & Splits,Sprite Zero : Contour,Sprite,12x500ml,ml,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,11605,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0
"Squash, Cordial & Fruit Juices",702909,Drinks,Soft Drinks,Minerals & Splits,Sprite Zero : NRB,Sprite,24x200ml,ml,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11105,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
"Squash, Cordial & Fruit Juices",689655,Drinks,Soft Drinks,Minerals & Splits,TK Red : Lemonade,TK,12x1.25ltr,ltr,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11910,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0
Splits & Minerals,272775,Drinks,Soft Drinks,Mixers,Schweppes Ginger Ale : NRB,Schweppes,12x1ltr,ltr,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11902,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
Splits & Minerals,225365,Drinks,Soft Drinks,Mixers,Schweppes Ginger Ale : NRB,Schweppes,24x125ml,ml,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11022,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
Splits & Minerals,211635,Drinks,Soft Drinks,Mixers,Schweppes Lemonade : White,Schweppes,24x125ml,ml,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11024,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
Water,632345,Drinks,Soft Drinks,Mixers,Schweppes Soda Water,Schweppes,12x1ltr,ltr,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11901,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,717302,Drinks,Soft Drinks,Mixers,Schweppes Soda Water : NRB,Schweppes,24x125ml,ml,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11021,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
,1334687,Drinks,Soft Drinks,Mixers,Schweppes Soda Water : Pink,Schweppes,24x200ml,ml,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11166,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
Splits & Minerals,211646,Drinks,Soft Drinks,Mixers,Schweppes Tonic : Slimline,Schweppes,12x1ltr,ltr,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11903,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
Splits & Minerals,211645,Drinks,Soft Drinks,Mixers,Schweppes Tonic Water,Schweppes,12x1ltr,ltr,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11900,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,669321,Drinks,Soft Drinks,Mixers,Schweppes Tonic Water : Elderflower : Slimline : NRB,Schweppes,24x200ml,ml,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11164,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
Splits & Minerals,224816,Drinks,Soft Drinks,Mixers,Schweppes Tonic Water : NRB,Schweppes,24x125ml,ml,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11020,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
Splits & Minerals,211653,Drinks,Soft Drinks,Mixers,Schweppes Tonic Water : Slimline : NRB,Schweppes,24x125ml,ml,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0,11023,Greyhound Racing Ireland Group Price List,Yes,0,3.0000000,ltr,0
,1597554,Drinks,Soft Drinks,Mixers,Three Cents Ginger Beer,Three Cents,24x200ml,ml,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11274,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597555,Drinks,Soft Drinks,Mixers,Three Cents Lemonade,Three Cents,24x200ml,ml,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11278,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597542,Drinks,Soft Drinks,Mixers,Three Cents Soda Water : Cherry,Three Cents,24x200ml,ml,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11273,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597552,Drinks,Soft Drinks,Mixers,Three Cents Soda Water : Mandarin & Bergamot,Three Cents,24x200ml,ml,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11275,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597543,Drinks,Soft Drinks,Mixers,Three Cents Soda Water : Pineapple,Three Cents,24x200ml,ml,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11276,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597550,Drinks,Soft Drinks,Mixers,Three Cents Soda Water : Pink Grapefruit,Three Cents,24x200ml,ml,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11277,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597546,Drinks,Soft Drinks,Mixers,Three Cents Soda Water : Two Cents Plain,Three Cents,24x200ml,ml,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11281,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597553,Drinks,Soft Drinks,Mixers,Three Cents Tonic Water,Three Cents,24x200ml,ml,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11279,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597548,Drinks,Soft Drinks,Mixers,Three Cents Tonic Water : Aegean,Three Cents,24x200ml,ml,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11272,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
,1597544,Drinks,Soft Drinks,Mixers,Three Cents Tonic Water : Zero,Three Cents,24x200ml,ml,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0,11280,Greyhound Racing Ireland Group Price List,Yes,0,4.8000000,ltr,0
"Squash, Cordial & Fruit Juices",686322,Drinks,Soft Drinks,Mixers,TK Lemonade : White,TK,12x1.25ltr,ltr,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0,11911,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,ltr,0
Water,273707,Drinks,Water,Water - Still,Ballygowan Water : Still,Ballygowan,24x330ml,ml,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,11531,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0
,510854,Drinks,Water,Water - Still,Ballygowan Water : Still,Ballygowan,12x750ml,ml,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0,11731,Greyhound Racing Ireland Group Price List,Yes,0,9.0000000,ltr,0
,978489,Drinks,Water,Water - Still,Ishka Water : Spring,Ishka,24x500ml,ml,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,11636,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,721727,Drinks,Water,Water - Still,River Rock Still Water : Glass,River Rock,12x750ml,ml,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0,11721,Greyhound Racing Ireland Group Price List,No,0,9.0000000,ltr,0
Water,204756,Drinks,Water,Water - Still,River Rock Water : NRB : Still,River Rock,24x330ml,ml,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0,11521,Greyhound Racing Ireland Group Price List,No,0,7.9200000,ltr,0
,666684,Drinks,Water,Water - Still,Tipperary Water : NRB : Still,Tipperary,24x330ml,ml,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0,TIP607,Greyhound Racing Ireland Group Price List,Yes,0,7.9200000,ltr,0
